Tend f Neff Omeganurel 1/Omeganunr YPCMB YPBBN DoHx1e5 He3oHx1e5 Li7oHx1e10
1.26486 0.102041 9.85774 18.4547 38.5418 0.257499 0.258867 4.27856 1.24956 2.74374
1.26486 0.122449 9.1836 17.1926 40.6448 0.256111 0.257475 4.10927 1.23166 2.88138
1.26486 0.142857 8.57574 16.0547 42.7869 0.25479 0.256149 3.95518 1.21496 3.02055
1.26486 0.163265 8.02498 15.0236 44.9709 0.253551 0.254905 3.81376 1.19988 3.14339
1.26486 0.183673 7.52342 14.0846 47.2012 0.252385 0.253735 3.69163 1.18601 3.28304
1.26486 0.204082 7.06491 13.2262 49.4806 0.251275 0.252621 3.56977 1.17253 3.41859
1.26486 0.22449 6.64418 12.4386 51.8124 0.250239 0.251582 3.46279 1.16002 3.55051
1.26486 0.244898 6.25656 11.7129 54.2018 0.249262 0.250602 3.36167 1.14839 3.6786
1.26486 0.265306 5.89843 11.0425 56.6516 0.248353 0.249689 3.26922 1.13765 3.80277
1.26486 0.285714 5.5665 10.4211 59.1668 0.247488 0.248821 3.18499 1.12731 3.93013
1.26486 0.306122 5.25805 9.8436 61.7514 0.246692 0.248022 3.10415 1.11771 4.0508
1.26486 0.326531 4.97061 9.30549 64.4107 0.245945 0.247273 3.02624 1.10811 4.17885
1.26486 0.346939 4.70219 8.80298 67.149 0.245246 0.246571 2.95291 1.09931 4.30169
1.26486 0.367347 4.4508 8.33236 69.9739 0.244617 0.245939 2.88176 1.09076 4.4238
1.26486 0.387755 4.21501 7.89092 72.8897 0.244017 0.245337 2.82068 1.08306 4.53984
1.26486 0.408163 3.99339 7.47603 75.903 0.243467 0.244785 2.76359 1.07586 4.64722
1.26486 0.428571 3.78465 7.08525 79.0215 0.242975 0.244292 2.70628 1.06848 4.76609
1.26486 0.44898 3.58772 6.71658 82.2529 0.24252 0.243835 2.65805 1.06218 4.86886
1.26486 0.469388 3.40162 6.36817 85.6054 0.242113 0.243426 2.60679 1.0558 4.97952
1.26486 0.489796 3.2255 6.03847 89.0875 0.241747 0.243059 2.55452 1.0489 5.10046
1.26486 0.510204 3.05857 5.72595 92.71 0.24143 0.242741 2.50952 1.0432 5.20308
